label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
FIST,0.000000,0.000000,0.000000,0.271528,-0.305981,0.162443,0.416827,-0.678040,0.210770,0.407353,-1.020002,0.249826,0.281785,-1.194254,0.309102,0.259212,-1.001759,-0.002788,0.117835,-1.346443,0.126023,0.092933,-1.194812,0.296027,0.115463,-1.036620,0.401407,0.028157,-0.999604,-0.068177,-0.081337,-1.357259,0.049392,-0.090460,-1.212203,0.221949,-0.062105,-1.054153,0.336967,-0.190599,-0.939021,-0.097046,-0.267971,-1.302336,0.031721,-0.263034,-1.175239,0.198457,-0.224162,-1.009880,0.297154,-0.386577,-0.844167,-0.112648,-0.424762,-1.172184,0.011943,-0.403383,-1.082360,0.140916,-0.371274,-0.952106,0.227339
FIST,0.000000,0.000000,0.000000,0.275511,-0.316252,0.159013,0.420639,-0.689264,0.204642,0.407046,-1.030046,0.243067,0.283943,-1.200144,0.301734,0.261767,-1.001527,-0.023793,0.122999,-1.346258,0.100313,0.096015,-1.189798,0.271764,0.115573,-1.027036,0.379485,0.024065,-0.999710,-0.087037,-0.083277,-1.366683,0.023733,-0.088470,-1.218187,0.199956,-0.058697,-1.050631,0.318810,-0.197550,-0.936239,-0.112801,-0.277153,-1.313986,0.009483,-0.267531,-1.181399,0.179177,-0.224064,-1.006005,0.281472,-0.394042,-0.836324,-0.125008,-0.435597,-1.170290,-0.005550,-0.410652,-1.080644,0.124088,-0.374214,-0.946736,0.212214
FIST,0.000000,0.000000,0.000000,0.264455,-0.307259,0.159478,0.403223,-0.680616,0.209476,0.393152,-1.024535,0.250980,0.268092,-1.203359,0.312952,0.236826,-1.007337,0.006104,0.099823,-1.335854,0.137209,0.079698,-1.185682,0.306106,0.099428,-1.025767,0.410911,0.010125,-0.999949,-0.055996,-0.096741,-1.341674,0.064212,-0.099874,-1.202382,0.234048,-0.074028,-1.043800,0.346935,-0.202741,-0.933377,-0.082281,-0.280914,-1.280626,0.046271,-0.269686,-1.161623,0.209256,-0.231859,-0.996826,0.306113,-0.391818,-0.834136,-0.095522,-0.434087,-1.150350,0.026958,-0.408909,-1.071002,0.153260,-0.377856,-0.944692,0.238649
FIST,0.000000,0.000000,0.000000,0.272760,-0.311411,0.159273,0.417674,-0.692869,0.203658,0.405200,-1.037974,0.239498,0.271025,-1.201258,0.295369,0.264889,-0.999179,-0.020570,0.126508,-1.347338,0.104029,0.095411,-1.193496,0.273815,0.111576,-1.029932,0.379340,0.031594,-0.999501,-0.085873,-0.077074,-1.364301,0.026562,-0.088307,-1.219545,0.199398,-0.062249,-1.054140,0.314648,-0.189758,-0.939085,-0.113806,-0.266467,-1.304305,0.011572,-0.260392,-1.175265,0.178293,-0.222138,-1.005906,0.277031,-0.386424,-0.842456,-0.128455,-0.421748,-1.167608,-0.003660,-0.398040,-1.077162,0.125585,-0.366779,-0.946169,0.211690
FIST,0.000000,0.000000,0.000000,0.272400,-0.321563,0.165496,0.416182,-0.699510,0.211923,0.402333,-1.043381,0.249258,0.268541,-1.208943,0.307334,0.255882,-1.007572,-0.012718,0.115511,-1.349258,0.114649,0.093452,-1.195618,0.286224,0.114103,-1.034673,0.393069,0.022344,-0.999750,-0.079871,-0.085389,-1.356760,0.036604,-0.089138,-1.215174,0.212849,-0.063423,-1.054844,0.330009,-0.197457,-0.934063,-0.109226,-0.274713,-1.295425,0.019324,-0.264748,-1.172591,0.190618,-0.227316,-1.006745,0.292271,-0.392734,-0.835446,-0.125108,-0.430784,-1.164988,0.000764,-0.407098,-1.078813,0.133393,-0.376722,-0.948369,0.222160
OPEN_PALM,-0.000000,0.000000,0.000000,-0.233629,-0.192811,-0.112649,-0.429891,-0.524145,-0.180526,-0.570918,-0.796058,-0.251574,-0.711168,-0.951861,-0.328884,-0.240074,-0.952204,-0.080872,-0.340490,-1.308208,-0.151126,-0.395923,-1.524044,-0.206161,-0.439545,-1.719534,-0.250158,-0.080579,-0.996748,-0.102197,-0.097861,-1.418856,-0.152750,-0.097585,-1.668437,-0.218920,-0.099559,-1.884611,-0.279994,0.073317,-0.947672,-0.142411,0.083901,-1.327048,-0.210161,0.084128,-1.577571,-0.292830,0.072788,-1.794823,-0.355910,0.229373,-0.827840,-0.197039,0.316311,-1.104930,-0.262566,0.357028,-1.289804,-0.320352,0.376776,-1.475866,-0.367507
OPEN_PALM,-0.000000,0.000000,0.000000,-0.235249,-0.189494,-0.112544,-0.430079,-0.515812,-0.180273,-0.569416,-0.785506,-0.251058,-0.710356,-0.943983,-0.328011,-0.239704,-0.950780,-0.079113,-0.341573,-1.303665,-0.148538,-0.397991,-1.518964,-0.203049,-0.442937,-1.713437,-0.246205,-0.079258,-0.996854,-0.099615,-0.097373,-1.418195,-0.149242,-0.096591,-1.667155,-0.214199,-0.098867,-1.881786,-0.273958,0.075193,-0.948692,-0.138943,0.086417,-1.327254,-0.204941,0.089164,-1.575270,-0.284673,0.078648,-1.789235,-0.345569,0.230503,-0.829085,-0.192921,0.314812,-1.105764,-0.257046,0.354275,-1.290191,-0.312756,0.372309,-1.473945,-0.358058
OPEN_PALM,-0.000000,0.000000,0.000000,-0.232521,-0.190572,-0.112700,-0.426698,-0.520130,-0.180472,-0.565354,-0.790217,-0.251362,-0.704570,-0.946249,-0.328465,-0.235131,-0.951551,-0.081005,-0.336242,-1.303566,-0.151238,-0.390947,-1.518468,-0.206158,-0.434040,-1.713050,-0.249710,-0.075212,-0.997168,-0.101796,-0.091478,-1.416726,-0.152681,-0.088654,-1.663925,-0.218392,-0.088516,-1.876733,-0.278787,0.077717,-0.948353,-0.141509,0.088450,-1.327312,-0.209525,0.091380,-1.574343,-0.291471,0.082332,-1.787461,-0.353789,0.232312,-0.828631,-0.195668,0.317811,-1.102911,-0.261460,0.358198,-1.287604,-0.319290,0.377682,-1.473332,-0.366296
OPEN_PALM,-0.000000,0.000000,0.000000,-0.233242,-0.192081,-0.104039,-0.426746,-0.521513,-0.166461,-0.562931,-0.790770,-0.233747,-0.698840,-0.946708,-0.307201,-0.231829,-0.952653,-0.064401,-0.333242,-1.299689,-0.130130,-0.391053,-1.511754,-0.182810,-0.436904,-1.702901,-0.224897,-0.073001,-0.997332,-0.088278,-0.089023,-1.411871,-0.134435,-0.087760,-1.657444,-0.198201,-0.088250,-1.868101,-0.257368,0.078784,-0.947511,-0.131124,0.089156,-1.321380,-0.194775,0.092440,-1.566350,-0.274547,0.084867,-1.777226,-0.335634,0.232081,-0.826795,-0.188108,0.317263,-1.096941,-0.250504,0.358500,-1.279899,-0.306473,0.380233,-1.462952,-0.352168
OPEN_PALM,-0.000000,0.000000,0.000000,-0.231132,-0.192412,-0.101363,-0.422712,-0.521257,-0.163244,-0.558640,-0.786458,-0.230482,-0.693353,-0.938095,-0.303778,-0.230031,-0.952606,-0.064910,-0.331503,-1.294392,-0.131283,-0.389895,-1.502985,-0.183973,-0.437444,-1.690215,-0.225673,-0.071776,-0.997421,-0.089903,-0.088580,-1.411076,-0.137837,-0.089514,-1.655649,-0.201965,-0.093905,-1.864933,-0.260819,0.079641,-0.947549,-0.133312,0.091007,-1.319332,-0.196472,0.093316,-1.560839,-0.274675,0.083264,-1.768373,-0.334525,0.232189,-0.825991,-0.190749,0.314810,-1.094999,-0.251759,0.353578,-1.278117,-0.306478,0.372085,-1.460781,-0.351286
OPEN_PALM,-0.000000,0.000000,0.000000,-0.232108,-0.192772,-0.104405,-0.424831,-0.522886,-0.167473,-0.563914,-0.789451,-0.234714,-0.699839,-0.938708,-0.307617,-0.236786,-0.953419,-0.070781,-0.336148,-1.302772,-0.136662,-0.392848,-1.513480,-0.188100,-0.438540,-1.701881,-0.228923,-0.078778,-0.996892,-0.093287,-0.093379,-1.413421,-0.139766,-0.091831,-1.655605,-0.201674,-0.093681,-1.862381,-0.259084,0.072833,-0.946375,-0.134171,0.083984,-1.319947,-0.197050,0.087815,-1.561697,-0.274895,0.079338,-1.770200,-0.334386,0.226350,-0.825281,-0.189062,0.308523,-1.094679,-0.249935,0.347935,-1.275977,-0.304620,0.366812,-1.458214,-0.349366
OPEN_PALM,-0.000000,0.000000,0.000000,-0.231234,-0.192252,-0.102247,-0.425053,-0.525725,-0.166338,-0.563081,-0.795754,-0.235828,-0.705037,-0.944628,-0.311988,-0.241196,-0.950323,-0.071763,-0.343646,-1.303201,-0.139934,-0.399177,-1.519475,-0.193519,-0.441647,-1.714521,-0.236622,-0.083663,-0.996494,-0.098475,-0.100423,-1.418558,-0.147679,-0.097658,-1.668816,-0.212510,-0.095988,-1.882456,-0.272778,0.068472,-0.948817,-0.143438,0.078233,-1.326841,-0.209803,0.081108,-1.575888,-0.291443,0.074623,-1.790979,-0.353940,0.224042,-0.831511,-0.202056,0.308347,-1.106282,-0.266810,0.349794,-1.289970,-0.324127,0.372694,-1.474754,-0.371160
OPEN_PALM,-0.000000,0.000000,0.000000,-0.230201,-0.191916,-0.108312,-0.424240,-0.522930,-0.175091,-0.563465,-0.791225,-0.245556,-0.700508,-0.943668,-0.322415,-0.240786,-0.950209,-0.079620,-0.342233,-1.303726,-0.150591,-0.397245,-1.519709,-0.206642,-0.439513,-1.714538,-0.251097,-0.081986,-0.996634,-0.102342,-0.095336,-1.417128,-0.154725,-0.092021,-1.667419,-0.221942,-0.090247,-1.881799,-0.283608,0.070456,-0.948991,-0.143429,0.081902,-1.325752,-0.211757,0.084424,-1.574729,-0.294814,0.077674,-1.789512,-0.358114,0.225512,-0.831337,-0.198561,0.310365,-1.107963,-0.264327,0.351835,-1.293447,-0.322841,0.374256,-1.479706,-0.370730
OPEN_PALM,-0.000000,0.000000,0.000000,-0.230280,-0.189284,-0.108730,-0.425208,-0.521199,-0.175205,-0.565055,-0.790900,-0.245262,-0.702051,-0.942255,-0.321687,-0.241086,-0.950762,-0.080604,-0.341847,-1.306828,-0.150391,-0.397330,-1.522782,-0.205164,-0.440689,-1.717049,-0.248914,-0.082862,-0.996561,-0.102975,-0.094871,-1.416618,-0.153045,-0.093169,-1.663241,-0.218429,-0.093707,-1.875187,-0.279162,0.069253,-0.948607,-0.143687,0.081303,-1.324112,-0.210000,0.080844,-1.572311,-0.292502,0.070581,-1.787030,-0.356011,0.224093,-0.830292,-0.198443,0.310497,-1.104211,-0.262554,0.352247,-1.287381,-0.320604,0.374261,-1.471654,-0.368490
OPEN_PALM,-0.000000,0.000000,0.000000,-0.230352,-0.186849,-0.117324,-0.426153,-0.516859,-0.186029,-0.566738,-0.787013,-0.256375,-0.705018,-0.938012,-0.332766,-0.245551,-0.948518,-0.085851,-0.347750,-1.304481,-0.155359,-0.404073,-1.520708,-0.210017,-0.448367,-1.715587,-0.253554,-0.086464,-0.996255,-0.102787,-0.100063,-1.415268,-0.151762,-0.098054,-1.661385,-0.217109,-0.098412,-1.873452,-0.277839,0.066619,-0.950003,-0.138624,0.078131,-1.324711,-0.204671,0.080552,-1.572219,-0.287946,0.072518,-1.787167,-0.351806,0.222186,-0.833843,-0.189138,0.308226,-1.107443,-0.253050,0.349927,-1.288613,-0.311493,0.371586,-1.470891,-0.359505
OPEN_PALM,-0.000000,0.000000,0.000000,-0.229713,-0.189467,-0.113457,-0.423041,-0.517230,-0.182570,-0.562152,-0.785456,-0.254798,-0.702895,-0.939018,-0.333579,-0.237756,-0.951251,-0.083191,-0.341544,-1.303112,-0.155410,-0.399096,-1.517290,-0.212389,-0.444333,-1.710832,-0.257444,-0.078776,-0.996892,-0.104556,-0.094525,-1.415841,-0.157642,-0.093107,-1.664719,-0.225770,-0.093869,-1.879184,-0.288001,0.073606,-0.947129,-0.144773,0.086066,-1.323544,-0.214055,0.089591,-1.571627,-0.297918,0.081598,-1.786582,-0.361700,0.227339,-0.826175,-0.199474,0.312139,-1.101599,-0.266396,0.352376,-1.286006,-0.325264,0.371885,-1.470761,-0.373205
OPEN_PALM,-0.000000,0.000000,0.000000,-0.231344,-0.189400,-0.104791,-0.423856,-0.519165,-0.166739,-0.561100,-0.788303,-0.233365,-0.702326,-0.939409,-0.305840,-0.233905,-0.950438,-0.064234,-0.336889,-1.294330,-0.129027,-0.395421,-1.503130,-0.180484,-0.442015,-1.690849,-0.221669,-0.076391,-0.997078,-0.087259,-0.092571,-1.409666,-0.132787,-0.092099,-1.652162,-0.195912,-0.094406,-1.861643,-0.254510,0.075127,-0.948895,-0.129308,0.087092,-1.320603,-0.192217,0.090050,-1.562620,-0.271799,0.081115,-1.773048,-0.332695,0.229209,-0.829137,-0.185485,0.315432,-1.097626,-0.247137,0.356535,-1.279091,-0.302983,0.377032,-1.462248,-0.348647
OPEN_PALM,-0.000000,0.000000,0.000000,-0.231346,-0.187199,-0.106135,-0.423659,-0.514874,-0.169905,-0.560514,-0.783368,-0.238485,-0.701003,-0.938109,-0.312844,-0.231824,-0.952524,-0.065241,-0.331861,-1.297196,-0.130965,-0.388874,-1.506678,-0.183277,-0.434029,-1.694518,-0.225024,-0.074557,-0.997217,-0.088405,-0.090679,-1.410277,-0.134696,-0.089291,-1.654001,-0.198135,-0.089856,-1.864577,-0.256804,0.077028,-0.947438,-0.130769,0.089846,-1.319371,-0.193494,0.093534,-1.561147,-0.271755,0.085631,-1.770398,-0.331846,0.230891,-0.825825,-0.187612,0.317104,-1.095663,-0.248976,0.358839,-1.278170,-0.303799,0.380346,-1.461874,-0.348686
OPEN_PALM,-0.000000,0.000000,0.000000,-0.230821,-0.190771,-0.112113,-0.424382,-0.518219,-0.180599,-0.563171,-0.786654,-0.252150,-0.707133,-0.940781,-0.329379,-0.237015,-0.953701,-0.082547,-0.338003,-1.297987,-0.153402,-0.393176,-1.507866,-0.207886,-0.436309,-1.695513,-0.250635,-0.075285,-0.997162,-0.103601,-0.094307,-1.412248,-0.156651,-0.092780,-1.656495,-0.221957,-0.093370,-1.866168,-0.281184,0.079387,-0.945248,-0.143232,0.092720,-1.319507,-0.211353,0.096825,-1.561468,-0.290240,0.088690,-1.769925,-0.349936,0.234249,-0.821348,-0.197356,0.319480,-1.092961,-0.262320,0.359656,-1.277198,-0.317998,0.379362,-1.462363,-0.363078
OPEN_PALM,-0.000000,0.000000,0.000000,-0.234928,-0.189901,-0.105755,-0.429363,-0.513316,-0.171888,-0.566642,-0.779440,-0.242762,-0.708053,-0.933191,-0.319130,-0.238562,-0.953178,-0.072525,-0.339058,-1.300370,-0.140995,-0.396313,-1.510779,-0.194441,-0.442102,-1.697927,-0.236425,-0.078483,-0.996915,-0.096359,-0.098129,-1.412290,-0.146359,-0.097567,-1.655526,-0.210419,-0.098598,-1.863362,-0.268619,0.074976,-0.946874,-0.138583,0.085830,-1.320278,-0.202579,0.090569,-1.559745,-0.279004,0.083422,-1.764093,-0.337410,0.229284,-0.826705,-0.195251,0.311163,-1.098269,-0.256312,0.351026,-1.282463,-0.309747,0.370879,-1.465413,-0.353445
OPEN_PALM,-0.000000,0.000000,0.000000,-0.232092,-0.188859,-0.109334,-0.427618,-0.517703,-0.175805,-0.568015,-0.785601,-0.246125,-0.709759,-0.935441,-0.322631,-0.238432,-0.951299,-0.077822,-0.342556,-1.306859,-0.146653,-0.402689,-1.521904,-0.201100,-0.450950,-1.716031,-0.244438,-0.078201,-0.996938,-0.099527,-0.093927,-1.417703,-0.147764,-0.094666,-1.664076,-0.212697,-0.098102,-1.876044,-0.273135,0.075057,-0.949081,-0.139690,0.087692,-1.326847,-0.203442,0.089989,-1.573348,-0.284292,0.080412,-1.785399,-0.346941,0.229326,-0.831819,-0.194265,0.314946,-1.104560,-0.255598,0.356802,-1.287852,-0.311994,0.378273,-1.470891,-0.358890
OPEN_PALM,-0.000000,0.000000,0.000000,-0.232444,-0.189362,-0.104500,-0.428560,-0.519017,-0.169470,-0.570082,-0.785865,-0.238838,-0.712124,-0.933954,-0.314467,-0.240434,-0.951707,-0.075580,-0.343397,-1.307615,-0.144097,-0.402434,-1.522969,-0.198253,-0.449405,-1.716342,-0.241435,-0.080007,-0.996794,-0.099324,-0.096413,-1.416585,-0.148057,-0.096559,-1.661779,-0.212733,-0.098870,-1.872704,-0.272738,0.074060,-0.948428,-0.140964,0.084904,-1.326441,-0.205124,0.087100,-1.573731,-0.285646,0.078279,-1.786851,-0.347836,0.230339,-0.830637,-0.196459,0.315189,-1.104642,-0.258083,0.357146,-1.288426,-0.314348,0.379331,-1.472690,-0.361089
OPEN_PALM,-0.000000,0.000000,0.000000,-0.233503,-0.191557,-0.102367,-0.428515,-0.521962,-0.165661,-0.568397,-0.789513,-0.235036,-0.710190,-0.940639,-0.310885,-0.232691,-0.952279,-0.062059,-0.334674,-1.306727,-0.128451,-0.394590,-1.521281,-0.182492,-0.443119,-1.716744,-0.226206,-0.074680,-0.997208,-0.088844,-0.093477,-1.413592,-0.134613,-0.095940,-1.660216,-0.199936,-0.100051,-1.874037,-0.261034,0.077184,-0.948378,-0.134755,0.087342,-1.324588,-0.197436,0.087636,-1.573662,-0.279401,0.076968,-1.789599,-0.343097,0.232787,-0.830091,-0.194833,0.317907,-1.105690,-0.256635,0.358952,-1.291317,-0.313921,0.379435,-1.476829,-0.361618
OPEN_PALM,-0.000000,0.000000,0.000000,-0.235635,-0.188453,-0.108808,-0.431124,-0.519831,-0.173745,-0.569866,-0.790305,-0.242830,-0.714128,-0.940869,-0.317852,-0.241384,-0.951594,-0.070282,-0.342034,-1.308626,-0.136504,-0.399940,-1.523710,-0.189335,-0.446936,-1.717826,-0.231594,-0.079725,-0.996817,-0.091702,-0.095151,-1.414884,-0.136844,-0.094586,-1.658606,-0.200611,-0.096884,-1.870117,-0.259938,0.074781,-0.949111,-0.132188,0.086519,-1.326340,-0.193889,0.090662,-1.572145,-0.274413,0.082697,-1.785691,-0.336581,0.231159,-0.832721,-0.187185,0.315932,-1.108231,-0.247557,0.358258,-1.292010,-0.303763,0.379866,-1.476852,-0.350273
OPEN_PALM,-0.000000,0.000000,0.000000,-0.233451,-0.189028,-0.104916,-0.425871,-0.519841,-0.169494,-0.562475,-0.788824,-0.239429,-0.706070,-0.941383,-0.315891,-0.233417,-0.953780,-0.068005,-0.335616,-1.308588,-0.135641,-0.394377,-1.521757,-0.189373,-0.442090,-1.715069,-0.232306,-0.072518,-0.997367,-0.093169,-0.088891,-1.414397,-0.139984,-0.089044,-1.658559,-0.204312,-0.092230,-1.871550,-0.264028,0.081541,-0.946832,-0.137367,0.095090,-1.323658,-0.200452,0.099081,-1.571375,-0.280981,0.090421,-1.787050,-0.343202,0.237107,-0.826659,-0.195866,0.321562,-1.103067,-0.257581,0.362078,-1.288391,-0.313702,0.381725,-1.474755,-0.360119
OPEN_PALM,-0.000000,0.000000,0.000000,-0.234960,-0.193885,-0.099569,-0.428458,-0.526064,-0.159007,-0.567268,-0.789869,-0.224733,-0.709154,-0.936075,-0.296468,-0.226242,-0.955555,-0.054051,-0.323666,-1.303087,-0.116246,-0.382103,-1.513350,-0.167441,-0.430773,-1.702756,-0.208487,-0.066089,-0.997814,-0.079007,-0.080444,-1.409509,-0.120291,-0.081387,-1.651440,-0.182207,-0.086902,-1.861055,-0.240351,0.086649,-0.947329,-0.122940,0.100837,-1.317236,-0.180149,0.104079,-1.558470,-0.257093,0.093207,-1.767056,-0.317187,0.239785,-0.826754,-0.181322,0.323596,-1.094140,-0.237728,0.362777,-1.275930,-0.290972,0.380778,-1.457598,-0.335463
OPEN_PALM,-0.000000,0.000000,0.000000,-0.233207,-0.190985,-0.100931,-0.426839,-0.524057,-0.159655,-0.565542,-0.790493,-0.224077,-0.705719,-0.937537,-0.294388,-0.226474,-0.953904,-0.051785,-0.323357,-1.298455,-0.112082,-0.381073,-1.508324,-0.162246,-0.428438,-1.696687,-0.202607,-0.068551,-0.997648,-0.074930,-0.082221,-1.406882,-0.113603,-0.081719,-1.647629,-0.175111,-0.084464,-1.855994,-0.233167,0.082887,-0.949327,-0.117252,0.098152,-1.318786,-0.172600,0.103075,-1.562017,-0.250381,0.095075,-1.772296,-0.311328,0.235568,-0.831894,-0.174034,0.320052,-1.099912,-0.228994,0.361596,-1.280250,-0.282356,0.383017,-1.459820,-0.327144
OPEN_PALM,-0.000000,0.000000,0.000000,-0.235132,-0.192341,-0.093359,-0.429005,-0.522610,-0.151200,-0.566978,-0.786054,-0.216589,-0.706986,-0.929327,-0.288533,-0.225829,-0.954256,-0.049376,-0.324661,-1.301209,-0.111360,-0.383033,-1.512846,-0.163283,-0.430677,-1.704353,-0.205226,-0.066913,-0.997759,-0.078181,-0.081743,-1.406602,-0.118580,-0.082283,-1.648331,-0.181082,-0.084825,-1.857259,-0.240172,0.085280,-0.948411,-0.125559,0.098780,-1.319814,-0.182365,0.101989,-1.566422,-0.261180,0.094174,-1.779375,-0.323294,0.239295,-0.829722,-0.186711,0.325674,-1.099931,-0.243013,0.367814,-1.282018,-0.296873,0.390550,-1.463235,-0.342473
OPEN_PALM,-0.000000,0.000000,0.000000,-0.234057,-0.194374,-0.093741,-0.429077,-0.523212,-0.152234,-0.569300,-0.784403,-0.218188,-0.709786,-0.928579,-0.290379,-0.223737,-0.956489,-0.049462,-0.321603,-1.301498,-0.111248,-0.379655,-1.511104,-0.162785,-0.427446,-1.700923,-0.204403,-0.064827,-0.997897,-0.078038,-0.081077,-1.405030,-0.118439,-0.080829,-1.645568,-0.180535,-0.082434,-1.854972,-0.239173,0.087552,-0.946690,-0.125171,0.101835,-1.315720,-0.181463,0.106623,-1.560907,-0.259058,0.099570,-1.772980,-0.320213,0.241515,-0.826045,-0.186206,0.326927,-1.095070,-0.241704,0.368334,-1.276756,-0.294578,0.390254,-1.458157,-0.339323
OPEN_PALM,-0.000000,0.000000,0.000000,-0.232471,-0.190571,-0.095762,-0.427122,-0.516608,-0.156013,-0.568169,-0.776509,-0.223372,-0.710617,-0.918098,-0.296773,-0.225769,-0.954636,-0.054533,-0.325464,-1.300232,-0.117682,-0.382612,-1.511372,-0.169850,-0.428101,-1.702502,-0.212016,-0.068166,-0.997674,-0.083005,-0.086173,-1.407228,-0.125027,-0.085363,-1.650062,-0.187373,-0.085003,-1.860866,-0.246190,0.084120,-0.946397,-0.129978,0.099297,-1.317699,-0.187466,0.105065,-1.562997,-0.265026,0.099673,-1.774126,-0.326050,0.238558,-0.824092,-0.190905,0.324821,-1.095382,-0.247544,0.367569,-1.278689,-0.300681,0.391155,-1.460655,-0.345496
OPEN_PALM,-0.000000,0.000000,0.000000,-0.236309,-0.191050,-0.093552,-0.429772,-0.518650,-0.151766,-0.567822,-0.779264,-0.217953,-0.708473,-0.920268,-0.290480,-0.225518,-0.954891,-0.047683,-0.324544,-1.297463,-0.109888,-0.382031,-1.507210,-0.161942,-0.428661,-1.696518,-0.204108,-0.068282,-0.997666,-0.077694,-0.086589,-1.405081,-0.118566,-0.087741,-1.648285,-0.181182,-0.090044,-1.858918,-0.240311,0.083239,-0.945973,-0.126647,0.097618,-1.316002,-0.183533,0.101829,-1.561115,-0.261474,0.094617,-1.772432,-0.322869,0.236772,-0.822930,-0.189634,0.323997,-1.092765,-0.246514,0.365818,-1.275637,-0.299913,0.387917,-1.457421,-0.344831
OPEN_PALM,-0.000000,0.000000,0.000000,-0.234127,-0.188646,-0.097743,-0.429529,-0.514134,-0.159758,-0.568643,-0.775963,-0.228757,-0.709571,-0.921155,-0.304123,-0.226525,-0.954175,-0.058480,-0.325232,-1.301036,-0.123761,-0.383269,-1.512818,-0.176974,-0.430605,-1.704054,-0.219616,-0.068524,-0.997649,-0.087010,-0.087228,-1.409954,-0.131204,-0.089329,-1.654594,-0.194517,-0.092930,-1.867111,-0.253816,0.083197,-0.947800,-0.134209,0.096369,-1.320743,-0.193419,0.099971,-1.567035,-0.271302,0.092137,-1.778566,-0.332314,0.236367,-0.827800,-0.195638,0.320522,-1.101314,-0.253668,0.361741,-1.285244,-0.307258,0.383370,-1.466867,-0.352239
OPEN_PALM,-0.000000,0.000000,0.000000,-0.232837,-0.191042,-0.094485,-0.425919,-0.518992,-0.153428,-0.563606,-0.780869,-0.220237,-0.704159,-0.923764,-0.293620,-0.220518,-0.954652,-0.048101,-0.318351,-1.300105,-0.110141,-0.376048,-1.512167,-0.162185,-0.422554,-1.704298,-0.204366,-0.063248,-0.997998,-0.077627,-0.080402,-1.407204,-0.117724,-0.081514,-1.650796,-0.179763,-0.083951,-1.862082,-0.238708,0.087667,-0.948409,-0.126249,0.101491,-1.320627,-0.182794,0.105217,-1.567604,-0.260412,0.097929,-1.780435,-0.321836,0.240882,-0.829005,-0.189063,0.327729,-1.101460,-0.245544,0.370705,-1.284590,-0.298768,0.394240,-1.465876,-0.343856
OPEN_PALM,-0.000000,0.000000,0.000000,-0.233515,-0.187313,-0.102406,-0.429350,-0.518826,-0.164375,-0.571126,-0.781375,-0.232553,-0.715302,-0.924281,-0.306941,-0.224753,-0.953663,-0.055939,-0.322012,-1.299837,-0.120117,-0.379763,-1.511324,-0.173439,-0.426304,-1.701993,-0.216193,-0.067496,-0.997719,-0.081128,-0.083794,-1.409348,-0.123303,-0.083246,-1.654414,-0.187818,-0.083907,-1.867853,-0.248370,0.084075,-0.948488,-0.125795,0.099529,-1.321465,-0.183691,0.104408,-1.568667,-0.263627,0.097381,-1.782440,-0.326471,0.237616,-0.829632,-0.185118,0.322799,-1.102392,-0.242438,0.365549,-1.286826,-0.297286,0.388714,-1.470411,-0.343574
OPEN_PALM,-0.000000,0.000000,0.000000,-0.234037,-0.188885,-0.104473,-0.427805,-0.518863,-0.166331,-0.566421,-0.783338,-0.234419,-0.707465,-0.928454,-0.308706,-0.226035,-0.954394,-0.051821,-0.323188,-1.300816,-0.115066,-0.379370,-1.512948,-0.168451,-0.424184,-1.704700,-0.211305,-0.068837,-0.997628,-0.076373,-0.084863,-1.405966,-0.117078,-0.084699,-1.650253,-0.181026,-0.085321,-1.862173,-0.240973,0.082353,-0.947661,-0.121284,0.098196,-1.318423,-0.179079,0.103523,-1.565610,-0.259246,0.097882,-1.778942,-0.321929,0.235960,-0.827946,-0.181266,0.323227,-1.100845,-0.239165,0.366429,-1.284882,-0.294177,0.389828,-1.467106,-0.340172
OPEN_PALM,-0.000000,0.000000,0.000000,-0.231906,-0.185001,-0.112244,-0.429102,-0.513362,-0.176400,-0.570843,-0.778096,-0.244423,-0.712615,-0.924526,-0.318225,-0.228765,-0.952435,-0.062025,-0.325489,-1.302230,-0.125261,-0.382287,-1.515030,-0.177708,-0.428089,-1.706846,-0.219518,-0.069575,-0.997577,-0.080527,-0.085460,-1.410319,-0.120923,-0.085688,-1.654836,-0.184345,-0.088113,-1.867418,-0.243651,0.082459,-0.949701,-0.119222,0.098003,-1.320115,-0.176152,0.105328,-1.564842,-0.256165,0.100023,-1.777100,-0.318406,0.235083,-0.832927,-0.173371,0.318660,-1.103045,-0.229931,0.360415,-1.285187,-0.285064,0.381727,-1.467140,-0.330909
