label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
THREE_FINGERS,0.000000,0.000000,0.000000,-0.294845,-0.175518,-0.085565,-0.487824,-0.471763,-0.151485,-0.657493,-0.721128,-0.243855,-0.798059,-0.893306,-0.328482,-0.294560,-0.958106,0.055954,-0.402728,-1.300663,-0.021874,-0.465793,-1.505249,-0.073838,-0.517332,-1.684981,-0.119569,-0.135370,-0.990795,-0.019404,-0.160366,-1.419830,-0.118812,-0.191814,-1.677263,-0.200153,-0.209271,-1.899586,-0.259725,0.021894,-0.913750,-0.124835,0.010793,-1.199492,-0.272220,-0.052617,-0.901815,-0.297189,-0.088783,-0.683264,-0.283193,0.173265,-0.762496,-0.252535,0.158626,-0.982010,-0.381814,0.078876,-0.804002,-0.400650,0.030842,-0.637960,-0.389714
THREE_FINGERS,0.000000,0.000000,0.000000,-0.294863,-0.174137,-0.086268,-0.493245,-0.471327,-0.155911,-0.660222,-0.718454,-0.252186,-0.800232,-0.893247,-0.341315,-0.303165,-0.954638,0.044574,-0.408395,-1.294077,-0.040125,-0.470309,-1.495887,-0.098690,-0.520091,-1.674227,-0.148274,-0.142076,-0.989856,-0.030971,-0.166329,-1.417012,-0.136788,-0.195164,-1.672616,-0.223478,-0.209703,-1.892887,-0.286768,0.018307,-0.914579,-0.135642,0.007451,-1.196622,-0.282808,-0.056424,-0.910041,-0.307710,-0.092110,-0.693601,-0.295358,0.174292,-0.764330,-0.262886,0.158602,-0.982096,-0.390798,0.080067,-0.812114,-0.408812,0.032826,-0.649035,-0.398253
THREE_FINGERS,0.000000,0.000000,0.000000,-0.297858,-0.171221,-0.084870,-0.497150,-0.468837,-0.150871,-0.668860,-0.714553,-0.243717,-0.811011,-0.884970,-0.328655,-0.308416,-0.952067,0.054745,-0.419887,-1.289786,-0.026266,-0.486512,-1.487012,-0.079594,-0.541047,-1.658834,-0.125662,-0.148562,-0.988903,-0.021414,-0.175179,-1.421843,-0.124059,-0.207039,-1.676020,-0.206037,-0.224175,-1.895474,-0.265542,0.010512,-0.913968,-0.127902,-0.002511,-1.199970,-0.276457,-0.061894,-0.901262,-0.299355,-0.093880,-0.684257,-0.284022,0.164588,-0.763441,-0.256809,0.152597,-0.983353,-0.387011,0.078384,-0.804135,-0.404493,0.035227,-0.639315,-0.392342
THREE_FINGERS,0.000000,0.000000,0.000000,-0.296576,-0.166812,-0.089138,-0.496799,-0.465227,-0.152043,-0.669620,-0.715636,-0.240107,-0.813285,-0.884982,-0.319474,-0.309207,-0.949289,0.064998,-0.418215,-1.291784,-0.007022,-0.480464,-1.490873,-0.054699,-0.530574,-1.666075,-0.097206,-0.149730,-0.988727,-0.004220,-0.177230,-1.418421,-0.096537,-0.208554,-1.673118,-0.174581,-0.226136,-1.892497,-0.231603,0.009281,-0.916503,-0.104444,0.000882,-1.202150,-0.245513,-0.053728,-0.902752,-0.269565,-0.086215,-0.683977,-0.254539,0.162518,-0.770136,-0.227300,0.154082,-0.990568,-0.351840,0.082902,-0.810262,-0.370029,0.038132,-0.643141,-0.358175
THREE_FINGERS,0.000000,0.000000,0.000000,-0.296247,-0.168304,-0.084378,-0.497490,-0.466988,-0.147581,-0.670325,-0.714224,-0.236878,-0.812053,-0.882108,-0.317190,-0.311677,-0.948934,0.066358,-0.425010,-1.288406,-0.007838,-0.490688,-1.487992,-0.057427,-0.544389,-1.663202,-0.100859,-0.152574,-0.988292,-0.004530,-0.180031,-1.416900,-0.098774,-0.210709,-1.670130,-0.176849,-0.228841,-1.890156,-0.233208,0.006142,-0.917064,-0.105783,-0.006744,-1.201219,-0.246187,-0.058235,-0.900478,-0.266177,-0.087881,-0.682151,-0.248319,0.159923,-0.771927,-0.229467,0.144739,-0.994312,-0.351054,0.075733,-0.808009,-0.364553,0.035091,-0.635191,-0.349493
THREE_FINGERS,0.000000,0.000000,0.000000,-0.294331,-0.167696,-0.083935,-0.495753,-0.467310,-0.142553,-0.668949,-0.717885,-0.226584,-0.810499,-0.885591,-0.301340,-0.310377,-0.947061,0.076958,-0.424006,-1.289852,0.011741,-0.487881,-1.489890,-0.030800,-0.540307,-1.667438,-0.069774,-0.152733,-0.988268,0.008920,-0.182148,-1.415525,-0.074463,-0.211855,-1.669653,-0.145619,-0.230581,-1.891610,-0.197792,0.004604,-0.918605,-0.090207,-0.006052,-1.205846,-0.223370,-0.053069,-0.910619,-0.242719,-0.082711,-0.696002,-0.224520,0.157948,-0.776580,-0.211575,0.147634,-0.999042,-0.328282,0.082224,-0.814595,-0.341593,0.041053,-0.642774,-0.326380
THREE_FINGERS,0.000000,0.000000,0.000000,-0.296042,-0.168676,-0.083906,-0.497953,-0.468393,-0.142217,-0.671089,-0.717745,-0.225952,-0.812169,-0.884837,-0.300998,-0.315174,-0.947434,0.073614,-0.427197,-1.289973,0.007020,-0.490485,-1.489696,-0.037360,-0.541804,-1.664887,-0.077740,-0.155871,-0.987777,0.004535,-0.184344,-1.416025,-0.081094,-0.216061,-1.673174,-0.156138,-0.235254,-1.893447,-0.211423,0.003845,-0.916633,-0.095236,-0.004795,-1.205006,-0.229758,-0.057096,-0.917474,-0.253688,-0.089384,-0.703756,-0.239386,0.159970,-0.772767,-0.217090,0.148939,-0.996941,-0.336639,0.078335,-0.823202,-0.354215,0.033357,-0.657794,-0.342458
THREE_FINGERS,0.000000,0.000000,0.000000,-0.293929,-0.170115,-0.084120,-0.492494,-0.468905,-0.143619,-0.662575,-0.721454,-0.228658,-0.803586,-0.887991,-0.305071,-0.310142,-0.948471,0.071703,-0.421450,-1.289735,0.003285,-0.483209,-1.489123,-0.042479,-0.532868,-1.665706,-0.083812,-0.151364,-0.988478,0.001738,-0.181123,-1.414068,-0.086383,-0.212235,-1.667624,-0.162193,-0.231394,-1.888093,-0.217814,0.007187,-0.917567,-0.098933,0.001877,-1.209322,-0.236187,-0.049969,-0.920336,-0.260362,-0.083418,-0.703937,-0.245833,0.161284,-0.772988,-0.221694,0.151362,-0.995427,-0.342063,0.079715,-0.819986,-0.359485,0.033108,-0.651442,-0.347687
THREE_FINGERS,0.000000,0.000000,0.000000,-0.292370,-0.169107,-0.083332,-0.489830,-0.469393,-0.143230,-0.658426,-0.721486,-0.228471,-0.801641,-0.890913,-0.304934,-0.307537,-0.948935,0.068531,-0.419729,-1.290976,-0.000242,-0.482229,-1.491183,-0.045860,-0.532709,-1.667645,-0.086926,-0.148447,-0.988920,-0.001066,-0.179739,-1.417623,-0.089255,-0.209703,-1.673235,-0.164182,-0.227532,-1.893754,-0.219191,0.010753,-0.918044,-0.100833,0.003461,-1.207073,-0.235500,-0.046576,-0.918287,-0.256692,-0.078680,-0.704057,-0.240899,0.166423,-0.774104,-0.222766,0.158587,-0.996533,-0.340902,0.090285,-0.820140,-0.356303,0.045414,-0.652777,-0.343304
THREE_FINGERS,0.000000,0.000000,0.000000,-0.292374,-0.167502,-0.085892,-0.490107,-0.466036,-0.147250,-0.659329,-0.715796,-0.233919,-0.800797,-0.885576,-0.312078,-0.308083,-0.947892,0.066763,-0.419977,-1.287171,-0.003244,-0.482980,-1.486726,-0.049119,-0.534329,-1.662330,-0.090365,-0.149268,-0.988797,-0.003000,-0.180588,-1.418190,-0.092169,-0.212124,-1.674535,-0.167529,-0.231298,-1.896506,-0.223059,0.009434,-0.918512,-0.103490,-0.002213,-1.206490,-0.240932,-0.053481,-0.912052,-0.263140,-0.085130,-0.695979,-0.247628,0.164617,-0.775126,-0.226368,0.154015,-0.995564,-0.347648,0.084721,-0.815783,-0.364220,0.040446,-0.648701,-0.351729
THREE_FINGERS,0.000000,0.000000,0.000000,-0.293312,-0.167977,-0.082818,-0.490453,-0.466168,-0.141052,-0.659315,-0.715359,-0.225166,-0.801250,-0.882766,-0.300897,-0.304785,-0.949013,0.075105,-0.415887,-1.288566,0.008384,-0.478972,-1.487169,-0.035940,-0.530673,-1.662455,-0.076356,-0.146975,-0.989140,0.004653,-0.177929,-1.415651,-0.081059,-0.210238,-1.670260,-0.155651,-0.230693,-1.891752,-0.210869,0.011182,-0.918396,-0.096703,-0.000096,-1.205754,-0.232112,-0.050616,-0.913040,-0.255701,-0.081853,-0.697480,-0.241250,0.166833,-0.775953,-0.220140,0.156994,-0.992858,-0.340056,0.087430,-0.813779,-0.357358,0.043023,-0.647595,-0.345557
THREE_FINGERS,0.000000,0.000000,0.000000,-0.296408,-0.166889,-0.083661,-0.493737,-0.466406,-0.141996,-0.664126,-0.715389,-0.226609,-0.804053,-0.882526,-0.302952,-0.310060,-0.948826,0.075811,-0.422238,-1.289766,0.008133,-0.484420,-1.491457,-0.036780,-0.535868,-1.668639,-0.077719,-0.151956,-0.988387,0.004209,-0.180937,-1.417883,-0.082944,-0.212878,-1.674430,-0.158337,-0.232726,-1.896994,-0.214006,0.005443,-0.918552,-0.098720,-0.006863,-1.206121,-0.236507,-0.061570,-0.909802,-0.260632,-0.094527,-0.694168,-0.246095,0.160047,-0.777421,-0.223930,0.150152,-0.998806,-0.346156,0.079963,-0.819071,-0.364166,0.036156,-0.653031,-0.352643
THREE_FINGERS,0.000000,0.000000,0.000000,-0.291890,-0.171622,-0.076417,-0.484142,-0.465359,-0.134347,-0.649573,-0.712436,-0.219162,-0.784039,-0.878834,-0.296274,-0.300143,-0.951508,0.067574,-0.411340,-1.290845,-0.004310,-0.475701,-1.492543,-0.051806,-0.527658,-1.668056,-0.094238,-0.142506,-0.989794,-0.008175,-0.171845,-1.420652,-0.101647,-0.208625,-1.678210,-0.179025,-0.230681,-1.897265,-0.235588,0.014566,-0.917472,-0.113368,-0.005754,-1.205981,-0.255404,-0.071735,-0.916097,-0.279104,-0.108531,-0.701683,-0.264566,0.167135,-0.769354,-0.239712,0.150577,-0.995669,-0.366583,0.071413,-0.823728,-0.385125,0.024023,-0.659051,-0.373702
THREE_FINGERS,0.000000,0.000000,0.000000,-0.293440,-0.169940,-0.080920,-0.486068,-0.461485,-0.142372,-0.654930,-0.703929,-0.231220,-0.787148,-0.875715,-0.313532,-0.305022,-0.952996,0.063335,-0.418335,-1.295405,-0.013331,-0.486736,-1.494756,-0.066497,-0.540783,-1.668357,-0.112933,-0.148083,-0.988975,-0.013308,-0.172714,-1.423429,-0.111335,-0.207693,-1.681444,-0.195622,-0.226146,-1.894030,-0.257550,0.007500,-0.914794,-0.120029,-0.013938,-1.199878,-0.267083,-0.087482,-0.920087,-0.298428,-0.126624,-0.705577,-0.289714,0.155383,-0.766099,-0.248338,0.133514,-0.984584,-0.381007,0.045419,-0.815769,-0.405013,-0.005990,-0.649617,-0.397961
THREE_FINGERS,0.000000,0.000000,0.000000,-0.295977,-0.170780,-0.074330,-0.490605,-0.468450,-0.132447,-0.651886,-0.715059,-0.218450,-0.783679,-0.878047,-0.297543,-0.310185,-0.952260,0.062655,-0.414773,-1.300127,-0.014317,-0.476883,-1.500291,-0.066628,-0.525603,-1.674032,-0.111915,-0.149567,-0.988752,-0.015071,-0.175052,-1.425531,-0.114804,-0.211141,-1.679594,-0.197210,-0.230434,-1.890951,-0.257302,0.008247,-0.913464,-0.121369,-0.009888,-1.199476,-0.265157,-0.084591,-0.919394,-0.290408,-0.125536,-0.702255,-0.278142,0.157279,-0.764088,-0.249171,0.136005,-0.974550,-0.375729,0.045910,-0.805835,-0.395004,-0.008656,-0.640985,-0.385139
THREE_FINGERS,0.000000,0.000000,0.000000,-0.288799,-0.176661,-0.070335,-0.476493,-0.463130,-0.128396,-0.640983,-0.702843,-0.215978,-0.765220,-0.870745,-0.297206,-0.300668,-0.955255,0.072532,-0.407194,-1.299311,-0.003475,-0.470969,-1.499297,-0.057016,-0.520040,-1.674131,-0.103905,-0.144109,-0.989562,-0.009144,-0.171137,-1.424637,-0.109395,-0.210021,-1.682135,-0.195115,-0.230961,-1.894088,-0.257424,0.011799,-0.913565,-0.119909,-0.015925,-1.208327,-0.269911,-0.094866,-0.933827,-0.301779,-0.135911,-0.719071,-0.292726,0.158828,-0.759992,-0.250979,0.126737,-0.986804,-0.386011,0.032102,-0.824600,-0.410247,-0.021903,-0.657584,-0.402984
THREE_FINGERS,0.000000,0.000000,0.000000,-0.286865,-0.172931,-0.067295,-0.475764,-0.471793,-0.125707,-0.635087,-0.714114,-0.214211,-0.760684,-0.878466,-0.296721,-0.296906,-0.955265,0.065860,-0.402754,-1.301427,-0.014861,-0.467659,-1.502416,-0.070639,-0.519959,-1.674299,-0.118062,-0.138931,-0.990302,-0.017395,-0.165867,-1.434428,-0.120879,-0.207964,-1.691829,-0.206035,-0.233204,-1.902809,-0.267841,0.016465,-0.914479,-0.128893,-0.019359,-1.213876,-0.277743,-0.099804,-0.939740,-0.303845,-0.138871,-0.722431,-0.291793,0.162457,-0.762748,-0.261112,0.122575,-0.984159,-0.392630,0.031052,-0.817293,-0.411179,-0.016969,-0.647732,-0.400415
THREE_FINGERS,0.000000,0.000000,0.000000,-0.282066,-0.172782,-0.070243,-0.475670,-0.473260,-0.132841,-0.634611,-0.712952,-0.224676,-0.762976,-0.874961,-0.310976,-0.304957,-0.947816,0.052769,-0.411932,-1.288347,-0.033357,-0.477289,-1.488567,-0.095641,-0.529398,-1.660323,-0.147303,-0.147645,-0.989040,-0.028096,-0.177145,-1.431917,-0.136709,-0.217923,-1.690778,-0.228503,-0.242765,-1.902750,-0.295505,0.010098,-0.918991,-0.135818,-0.028253,-1.219660,-0.283567,-0.110276,-0.956863,-0.311755,-0.151212,-0.740121,-0.303021,0.163107,-0.771469,-0.264432,0.121277,-0.992200,-0.393402,0.030740,-0.831111,-0.411985,-0.018406,-0.661770,-0.402642
THREE_FINGERS,0.000000,0.000000,0.000000,-0.286652,-0.173831,-0.070846,-0.477218,-0.470927,-0.128200,-0.635710,-0.717000,-0.214686,-0.762246,-0.882932,-0.294703,-0.307799,-0.944422,0.071200,-0.414090,-1.286612,-0.007225,-0.475180,-1.486639,-0.062898,-0.523232,-1.660377,-0.110403,-0.151871,-0.988400,-0.008130,-0.185337,-1.433455,-0.110499,-0.225640,-1.689968,-0.197755,-0.248997,-1.903025,-0.260993,0.003810,-0.920837,-0.116122,-0.033417,-1.229825,-0.265706,-0.111712,-0.953781,-0.294950,-0.149120,-0.732957,-0.284176,0.153837,-0.773894,-0.244656,0.117152,-1.000759,-0.376428,0.033372,-0.834384,-0.396373,-0.008800,-0.662080,-0.386262
THREE_FINGERS,0.000000,0.000000,0.000000,-0.280416,-0.177807,-0.066030,-0.468932,-0.482015,-0.125029,-0.625186,-0.726272,-0.214071,-0.749891,-0.889207,-0.298165,-0.296250,-0.950299,0.058933,-0.404985,-1.288170,-0.026515,-0.466771,-1.489259,-0.088172,-0.514839,-1.664498,-0.139322,-0.140571,-0.990071,-0.024318,-0.175577,-1.426619,-0.132229,-0.216845,-1.678382,-0.223259,-0.240546,-1.884745,-0.289588,0.015501,-0.920087,-0.134722,-0.025914,-1.225580,-0.285962,-0.110691,-0.961080,-0.317226,-0.152005,-0.741916,-0.309948,0.165369,-0.771876,-0.265309,0.122157,-0.994472,-0.398093,0.029563,-0.833570,-0.419624,-0.019450,-0.662920,-0.412152
THREE_FINGERS,0.000000,0.000000,0.000000,-0.291435,-0.177348,-0.065233,-0.479495,-0.481612,-0.117769,-0.636041,-0.732838,-0.200536,-0.766078,-0.900256,-0.278360,-0.309813,-0.945259,0.078385,-0.421291,-1.292703,0.003240,-0.484892,-1.497070,-0.052320,-0.534873,-1.676284,-0.100770,-0.154670,-0.987966,-0.003490,-0.189797,-1.430754,-0.101592,-0.231519,-1.688343,-0.191217,-0.255746,-1.898278,-0.257594,0.000943,-0.921212,-0.113538,-0.035654,-1.231409,-0.262600,-0.117388,-0.963030,-0.299446,-0.157422,-0.743747,-0.295077,0.152043,-0.778529,-0.243208,0.110706,-0.999831,-0.376869,0.018885,-0.835298,-0.402503,-0.029907,-0.663813,-0.397431
THREE_FINGERS,0.000000,0.000000,0.000000,-0.290278,-0.171375,-0.069850,-0.476284,-0.480332,-0.123354,-0.633204,-0.734109,-0.205644,-0.765477,-0.898767,-0.282656,-0.312045,-0.944844,0.072061,-0.426330,-1.288043,-0.004895,-0.488050,-1.492251,-0.059578,-0.536352,-1.670994,-0.106683,-0.156492,-0.987679,-0.007864,-0.194153,-1.431441,-0.107416,-0.234270,-1.687833,-0.194501,-0.258051,-1.895812,-0.258377,-0.001716,-0.921547,-0.116588,-0.038997,-1.237387,-0.267791,-0.115949,-0.961199,-0.303153,-0.153682,-0.737457,-0.296756,0.147017,-0.779699,-0.245320,0.113332,-1.007176,-0.380505,0.026820,-0.840707,-0.406150,-0.020240,-0.669099,-0.400540
THREE_FINGERS,0.000000,0.000000,0.000000,-0.290047,-0.167419,-0.073976,-0.478923,-0.473798,-0.127092,-0.637148,-0.727861,-0.207249,-0.767325,-0.892357,-0.281616,-0.314706,-0.940234,0.069249,-0.430486,-1.281773,-0.003716,-0.493757,-1.485046,-0.054083,-0.542867,-1.663381,-0.098126,-0.160093,-0.987102,-0.005665,-0.199269,-1.428048,-0.099614,-0.240144,-1.680186,-0.180515,-0.262748,-1.886580,-0.240270,-0.006767,-0.922877,-0.109528,-0.039287,-1.235829,-0.254258,-0.113017,-0.954528,-0.284809,-0.149756,-0.728736,-0.275632,0.139783,-0.782881,-0.233892,0.111248,-1.000647,-0.363598,0.025597,-0.830870,-0.386870,-0.022890,-0.661913,-0.379735
THREE_FINGERS,0.000000,0.000000,0.000000,-0.287064,-0.168618,-0.070670,-0.474422,-0.480188,-0.123885,-0.633783,-0.733165,-0.205717,-0.766260,-0.896768,-0.281999,-0.310457,-0.943316,0.075935,-0.424023,-1.276670,0.000692,-0.485722,-1.476036,-0.052597,-0.533960,-1.652878,-0.098017,-0.157467,-0.987524,-0.001888,-0.200021,-1.422031,-0.097840,-0.241731,-1.672020,-0.181088,-0.265434,-1.877356,-0.241925,-0.003356,-0.923789,-0.109164,-0.050348,-1.237241,-0.257113,-0.122675,-0.959909,-0.288013,-0.154383,-0.735945,-0.278430,0.146034,-0.785715,-0.236814,0.102149,-1.012872,-0.368090,0.016648,-0.840571,-0.389529,-0.025970,-0.664220,-0.380863
THREE_FINGERS,0.000000,0.000000,0.000000,-0.286329,-0.168938,-0.066399,-0.472526,-0.474771,-0.117660,-0.631640,-0.726059,-0.198350,-0.764308,-0.883683,-0.273397,-0.311879,-0.943670,0.082115,-0.425440,-1.275148,0.008820,-0.485964,-1.472889,-0.043150,-0.534460,-1.647181,-0.087779,-0.158897,-0.987295,0.002178,-0.198413,-1.419235,-0.091943,-0.239533,-1.665030,-0.173624,-0.265343,-1.870110,-0.233091,-0.004874,-0.923308,-0.107066,-0.052855,-1.240177,-0.253662,-0.125596,-0.963827,-0.283390,-0.157967,-0.741792,-0.272820,0.145716,-0.785420,-0.236262,0.104411,-1.013327,-0.365290,0.022547,-0.841689,-0.385089,-0.017219,-0.666564,-0.375321
THREE_FINGERS,0.000000,0.000000,0.000000,-0.281356,-0.176453,-0.060999,-0.467448,-0.486183,-0.111266,-0.622995,-0.736635,-0.192288,-0.746741,-0.893943,-0.268303,-0.296505,-0.949854,0.083801,-0.404834,-1.277302,0.010097,-0.461549,-1.478367,-0.043650,-0.506544,-1.657312,-0.089481,-0.142094,-0.989853,0.001026,-0.175151,-1.423933,-0.093323,-0.216227,-1.671599,-0.175993,-0.240984,-1.871383,-0.236906,0.011010,-0.921917,-0.110316,-0.033745,-1.235741,-0.254681,-0.116523,-0.965370,-0.283372,-0.154949,-0.740299,-0.273644,0.157232,-0.780798,-0.241677,0.115069,-1.005028,-0.368788,0.026629,-0.830971,-0.386879,-0.017521,-0.650391,-0.376757
THREE_FINGERS,0.000000,0.000000,0.000000,-0.268702,-0.176431,-0.059725,-0.440340,-0.484780,-0.116959,-0.583190,-0.730196,-0.206160,-0.696021,-0.894272,-0.291765,-0.269178,-0.958774,0.062163,-0.371115,-1.291347,-0.025233,-0.428005,-1.496551,-0.087949,-0.473029,-1.674786,-0.138846,-0.115315,-0.993329,-0.025488,-0.140982,-1.440038,-0.134752,-0.186202,-1.688831,-0.222122,-0.215715,-1.884433,-0.285230,0.034647,-0.918586,-0.140360,-0.020565,-1.239060,-0.293348,-0.117380,-0.969638,-0.317012,-0.160024,-0.742892,-0.304678,0.174574,-0.766810,-0.275551,0.126041,-0.995532,-0.409293,0.027650,-0.825671,-0.424890,-0.020727,-0.647454,-0.412905
THREE_FINGERS,0.000000,0.000000,0.000000,-0.254837,-0.201832,-0.042387,-0.406766,-0.518647,-0.091794,-0.540205,-0.763065,-0.176328,-0.647026,-0.938914,-0.259555,-0.227756,-0.974019,0.066932,-0.321986,-1.333988,-0.021037,-0.378955,-1.548963,-0.084650,-0.424698,-1.731362,-0.137720,-0.077498,-0.996993,-0.032560,-0.089176,-1.480764,-0.151192,-0.139445,-1.754496,-0.246449,-0.171466,-1.954219,-0.315655,0.067705,-0.916010,-0.156537,-0.008602,-1.250442,-0.321798,-0.135120,-0.997256,-0.355096,-0.189149,-0.779220,-0.348910,0.197573,-0.760719,-0.298923,0.123939,-1.001244,-0.450731,0.005155,-0.863998,-0.479165,-0.053096,-0.715023,-0.475391
THREE_FINGERS,0.000000,0.000000,0.000000,-0.221799,-0.228527,0.006086,-0.357292,-0.546882,-0.034779,-0.467038,-0.798175,-0.117766,-0.509815,-0.995832,-0.197412,-0.173299,-1.002836,0.079079,-0.253018,-1.390818,-0.001484,-0.302463,-1.619767,-0.060801,-0.337448,-1.810124,-0.111885,-0.044839,-0.998994,-0.039068,-0.061469,-1.508709,-0.155773,-0.117660,-1.808093,-0.244327,-0.149576,-2.032695,-0.308098,0.078263,-0.901039,-0.173627,-0.026692,-1.241021,-0.317621,-0.175745,-1.026393,-0.327382,-0.237699,-0.823945,-0.308530,0.183739,-0.736293,-0.323002,0.086314,-1.004426,-0.454995,-0.055507,-0.919834,-0.467368,-0.130540,-0.803495,-0.454080
THREE_FINGERS,0.000000,0.000000,0.000000,-0.232125,-0.285782,0.074489,-0.310091,-0.613295,0.050869,-0.351575,-0.860538,-0.028626,-0.345673,-1.017700,-0.101908,-0.121725,-1.023882,0.119238,-0.200026,-1.422561,0.041577,-0.257002,-1.642102,-0.016098,-0.294115,-1.825863,-0.066796,-0.017811,-0.999841,-0.033509,-0.043282,-1.495333,-0.143959,-0.092466,-1.794194,-0.224302,-0.118072,-2.029746,-0.283356,0.072671,-0.893011,-0.195088,-0.098035,-1.197906,-0.319794,-0.237508,-1.005006,-0.306284,-0.281583,-0.829945,-0.276182,0.125714,-0.732774,-0.366615,-0.033596,-0.958877,-0.470243,-0.160810,-0.863390,-0.457807,-0.208737,-0.745342,-0.431416
THREE_FINGERS,0.000000,0.000000,0.000000,-0.213355,-0.353639,0.165364,-0.265707,-0.695360,0.163347,-0.284149,-0.943528,0.098240,-0.288939,-1.135828,0.041804,-0.041192,-1.037139,0.141088,-0.078376,-1.467112,0.066841,-0.090665,-1.736490,-0.007662,-0.092514,-1.972356,-0.071628,0.023694,-0.999719,-0.025694,-0.047929,-1.434951,-0.137165,-0.108216,-1.707301,-0.221639,-0.155188,-1.923242,-0.284637,0.050821,-0.894809,-0.182480,-0.246144,-1.085268,-0.265119,-0.373902,-0.916940,-0.230136,-0.414342,-0.765943,-0.196906,0.026426,-0.740207,-0.341056,-0.242291,-0.847932,-0.379174,-0.358806,-0.751762,-0.338400,-0.406317,-0.654979,-0.303649
THREE_FINGERS,0.000000,0.000000,0.000000,0.140446,-0.344177,0.147952,0.221451,-0.725490,0.137578,0.276285,-1.068694,0.100186,0.380417,-1.307526,0.071625,0.096270,-1.052052,-0.044889,0.074726,-1.548584,-0.077883,0.082271,-1.839694,-0.082197,0.091283,-2.082113,-0.089537,-0.053005,-0.998594,-0.143950,-0.197373,-1.518360,-0.175464,-0.262878,-1.700494,-0.133202,-0.300605,-1.820342,-0.106436,-0.212609,-0.871300,-0.217657,-0.467320,-1.200885,-0.181477,-0.445948,-1.078119,-0.041602,-0.385544,-0.953639,0.047737,-0.367855,-0.702252,-0.290672,-0.549337,-0.931311,-0.226326,-0.510474,-0.817960,-0.112522,-0.430109,-0.697228,-0.032632
THREE_FINGERS,0.000000,0.000000,0.000000,0.196380,-0.323769,0.100826,0.335774,-0.709327,0.067379,0.457539,-1.037634,0.013955,0.574377,-1.247826,-0.024541,0.099725,-1.029758,-0.055915,0.111710,-1.510194,-0.091511,0.124752,-1.793606,-0.106537,0.132258,-2.031623,-0.123930,-0.090279,-0.995916,-0.128163,-0.181562,-1.534751,-0.168462,-0.219082,-1.874993,-0.165027,-0.252114,-2.137952,-0.170024,-0.271541,-0.874858,-0.175801,-0.420634,-1.242942,-0.134759,-0.383096,-1.106125,0.002818,-0.340905,-0.947129,0.091966,-0.436553,-0.710006,-0.228561,-0.549239,-0.987378,-0.154395,-0.506328,-0.871573,-0.034506,-0.456188,-0.735181,0.051311
THREE_FINGERS,0.000000,0.000000,0.000000,0.219854,-0.340098,0.076723,0.370388,-0.744583,0.033984,0.491384,-1.094093,-0.021277,0.616598,-1.293490,-0.063210,0.094686,-1.024060,-0.106619,0.090624,-1.524439,-0.154073,0.109360,-1.827058,-0.177682,0.119109,-2.078477,-0.200169,-0.119138,-0.992878,-0.164804,-0.220927,-1.556315,-0.212892,-0.260306,-1.909077,-0.217889,-0.302983,-2.184599,-0.231493,-0.308899,-0.875741,-0.196544,-0.453465,-1.238316,-0.154585,-0.391248,-1.095013,-0.023780,-0.338183,-0.935788,0.058097,-0.474353,-0.709765,-0.235472,-0.565554,-0.990030,-0.159105,-0.499720,-0.867910,-0.042724,-0.442756,-0.727011,0.038299
THREE_FINGERS,0.000000,0.000000,0.000000,0.207613,-0.333110,0.071024,0.345845,-0.735723,0.026909,0.460749,-1.092683,-0.027920,0.571769,-1.327147,-0.068957,0.068524,-1.028875,-0.096330,0.032675,-1.556273,-0.130958,0.023354,-1.861696,-0.146673,0.011702,-2.118291,-0.164639,-0.132855,-0.991135,-0.146998,-0.246701,-1.555695,-0.176655,-0.312143,-1.892735,-0.172395,-0.376496,-2.152925,-0.179514,-0.309164,-0.869976,-0.172461,-0.441525,-1.243118,-0.113606,-0.381507,-1.107184,0.017444,-0.331261,-0.956129,0.097532,-0.459984,-0.702741,-0.204944,-0.537461,-1.013978,-0.117086,-0.471672,-0.892476,-0.000637,-0.417653,-0.749770,0.079715
THREE_FINGERS,0.000000,0.000000,0.000000,0.221222,-0.347311,0.065265,0.369516,-0.727464,0.011278,0.495864,-1.073682,-0.046907,0.600820,-1.315594,-0.088588,0.075554,-1.034723,-0.133015,0.059873,-1.594552,-0.164275,0.059808,-1.901506,-0.172896,0.057702,-2.166048,-0.184211,-0.133281,-0.991078,-0.171184,-0.234032,-1.575538,-0.193247,-0.285346,-1.919842,-0.176264,-0.335079,-2.178998,-0.174785,-0.303288,-0.868596,-0.180354,-0.397089,-1.269076,-0.100500,-0.327334,-1.154012,0.047448,-0.277693,-1.002051,0.135338,-0.435001,-0.710456,-0.196940,-0.491730,-1.049578,-0.087086,-0.421118,-0.940199,0.042095,-0.365998,-0.790126,0.129631
